datetime,time,noise,duringSleep
2013-05-02 13:18:19,1367515099,19853.2413793,False
2013-05-02 13:20:20,1367515220,11600.5862069,False
2013-05-02 13:22:20,1367515340,21521.9310345,False
2013-05-02 13:24:19,1367515459,8754.24137931,False
2013-05-02 13:26:19,1367515579,5351.75862069,False
2013-05-02 13:28:20,1367515700,15821.5862069,False
2013-05-02 13:30:19,1367515819,10836.3448276,False
2013-05-02 13:32:19,1367515939,27627.1724138,False
2013-05-02 13:34:20,1367516060,25694.1724138,False
2013-05-02 13:36:20,1367516180,29739.862069,False
2013-05-02 13:38:19,1367516299,27715.6896552,False
2013-05-02 13:40:20,1367516420,15695.9310345,False
2013-05-02 13:42:19,1367516539,19610.4482759,False
2013-05-02 13:44:19,1367516659,16279.137931,False
2013-05-02 13:46:19,1367516779,15636.7586207,False
2013-05-02 13:48:19,1367516899,12943.8965517,False
2013-05-02 13:50:19,1367517019,14803.9655172,False
2013-05-02 13:52:20,1367517140,25970.2413793,False
2013-05-02 13:54:19,1367517259,18963.0689655,False
2013-05-02 13:56:19,1367517379,21234.7586207,False
2013-05-02 13:58:19,1367517499,27929.862069,False
2013-05-02 14:00:19,1367517619,28903.6206897,False
2013-05-02 14:02:19,1367517739,21111.8275862,False
2013-05-02 14:04:19,1367517859,21153.862069,False
2013-05-02 14:06:20,1367517980,9863.4137931,False
2013-05-02 15:59:06,1367524746,7227.31034483,False
2013-05-02 16:02:49,1367524969,13835.5172414,False
2013-05-02 16:04:48,1367525088,16383.862069,False
2013-05-02 16:06:48,1367525208,17782.7586207,False
2013-05-02 16:08:48,1367525328,15727.3793103,False
2013-05-02 16:10:48,1367525448,19659.7586207,False
2013-05-02 16:12:48,1367525568,6787.68965517,False
2013-05-02 16:14:48,1367525688,5720.31034483,False
2013-05-02 16:16:48,1367525808,17794.6896552,False
2013-05-02 16:18:49,1367525929,19730.2758621,False
2013-05-02 16:20:48,1367526048,15998.9655172,False
2013-05-02 16:22:48,1367526168,10744.7241379,False
2013-05-02 16:24:48,1367526288,13003.7241379,False
2013-05-02 16:26:48,1367526408,25801.0689655,False
2013-05-02 16:28:48,1367526528,14777.7241379,False
2013-05-02 16:30:48,1367526648,14149.2413793,False
2013-05-02 16:32:48,1367526768,17933.2413793,False
2013-05-02 16:34:48,1367526888,21525.862069,False
2013-05-02 16:36:48,1367527008,17393.6551724,False
